Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"When Mind and Body Speaks: Understanding Dissociative Neurological Symptom Disorder-ICD–11","A multidisciplinary approach, addressing psychological stressors, and utilizing psychosocial interventions significantly improved the patient's condition and symptom resolution within 18 months.","S. Bokhari, Aysha Butt, Q. M. Bokhari, Rehma Shanze Alam, Aimen Saleem",2025,0,"Aims: Dissociative Neurological Symptom Disorder (DNSD), also known as Conversion Disorder, is a common diagnosis among mental health patients in Pakistan. Despite its prevalence, research on DNSD, especially regarding patient experiences, is limited. Family-related stressors are significant contributing factors in its development, with familial discord playing a key role in triggering symptoms. Methods: A 24-year-old female was referred by a neurologist after presenting to the outpatient department in a wheelchair due to a fear of falling. She reported symptoms including jerky body movements, episodes of apparent loss of consciousness, diarrhoea, weakness, visual disturbances, headaches, and palpitations, which had persisted for over two years. Despite multiple consultations, no organic cause was identified. She had been prescribed various medications with no improvement. Upon evaluation, a diagnosis of DNSD was made, compounded by significant emotional stress, particularly familial discord. A multidisciplinary approach, involving specialists in neurology, ophthalmology, ENT, and gastroenterology, helped rule out underlying physical conditions. Her pre-morbid history indicated high academic achievement but chronic familial stress. Results: This case emphasizes the importance of recognizing psychosomatic presentations in patients with unexplained neurological and physical symptoms. Despite extensive negative investigations, the patient’s psychological stressors, such as familial discord and fear of stigma, were key contributors to the onset of her symptoms. The patient’s fear of walking further exacerbated her physical disability. Treatment included sertraline, mirtazapine, and short-term benzodiazepines for anxiety and depression. Psychological therapies such as Cognitive Behavioural Therapy (CBT), deep breathing, safe-place visualization, imaginal exposure, systematic desensitization, and gratitude journalling were used to address emotional issues and reduce disability. This comprehensive approach resulted in symptom resolution, and the patient was symptom-free within 18 months, now pursuing an MPhil degree. Conclusion: This case highlights the value of a multidisciplinary approach in diagnosing and treating complex physical symptoms with unclear aetiology. Addressing underlying psychological stressors and utilizing appropriate psychosocial interventions significantly improved the patient’s condition. Early identification and holistic management combining medical, psychological, and emotional support are crucial for effective treatment of DNSD.","case report","BJPsych Open","1","10.1192/bjo.2025.10709","https://consensus.app/papers/when-mind-and-body-speaks-understanding-dissociative-bokhari-butt/6728e48f27f15ad3ac3e493781ad53b9/"
"Specific neuropsychiatric symptoms are associated with functional decline trajectories in Alzheimer’s disease and Lewy body dementia: a five-year follow-up study","Neuropsychiatric symptoms, such as hallucinations, aggression, depression, anxiety, and apathy, are significantly associated with functional decline in Alzheimer's disease and Lewy body dementia.","Miguel Germán Borda, K. Brønnick, E. Garcia-Cifuentes, A. Jaramillo-Jiménez, Carlos A. Reyes-Ortiz, Jonathan Patricio-Baldera, Hogne Soennesyn, M. Pérez‐Zepeda, A. Vik-Mo, Dag Aarsland",2023,8,"Neuropsychiatric symptoms (NPS) are often overlooked and under-identified symptoms associated with dementia, despite their significant impact on the prognosis of individuals living with the disease. The specific role of certain NPS in functional prognosis remains unclear. To determine the association of different NPS with functional decline in people living with Alzheimer's disease (AD) or Lewy body dementia (LBD). This is an analysis of data from the Dementia Study of Western Norway (DemVest) with 196 patients included of which 111 had AD and 85 LBD. The Neuropsychiatric Inventory (NPI) and the Rapid Disability Rating Scale (RDRS-2) for activities of daily living were administered annually for 5 years. NPI total score and individual items with RDRS-2 trajectories were analyzed with linear mixed models. The LBD group exhibited higher levels of functional impairment and a greater burden of NPS at baseline. Over the 5-year follow-up, hallucinations, aggression, depression, anxiety, apathy, disinhibition, aberrant motor behavior, nighttime behavior disturbances, and abnormal eating patterns were significantly associated with the decline in functional abilities in individuals with AD, as well as irritability and aberrant motor behavior in those with LBD. These results highlight the relevance of early detection and intervention of these particularly relevant NPS, due to its potential of also impacting physical function. Better detection and management of these NPS could improve functional prognosis in people living with dementia. Specific NPS demonstrate relevant distinct associations with Longitudinal trajectories of functional decline in AD and LBD.","non-rct observational study","Frontiers in Medicine","1","10.3389/fmed.2023.1267060","https://consensus.app/papers/specific-neuropsychiatric-symptoms-are-associated-with-borda-br%C3%B8nnick/1006614205275ffca6d39ff61de20753/"
"Functional symptoms in neurology: management","Functional symptoms in neurology are often caused by biological, psychological, and social factors, rather than disease pathology.","J. Stone, A. Carson, M. Sharpe",2005,122,"In this article we offer an approach to management of functional symptoms based on our own experience and on the evidence from other specialities (because the evidence from neurology is so slim). We also tackle some of the most difficult questions in this area. What causes functional symptoms? Does treatment really work? What about malingering?

We give two example cases adapted from real patients to illustrate our approach.

Table 1 is not comprehensive but it summarises a large literature on the suggested causes of functional symptoms. This is a question that has been approached from many angles—biological, cognitive, psychoanalytic, psychological, social, and historical. The factors shown have been found to be more common in patients with functional symptoms than in patients with similar symptoms clearly associated with disease pathology. Tables like this can help you to make a formulation of the aetiology of the patient’s symptoms rather than just a diagnosis. An important feature of the table is the recognition of biological as well as psychological and social factors in the production and persistence of functional symptoms.

View this table:

 Table 1 
 A scheme for thinking about the aetiology of functional symptoms in neurology



Most of the factors in table 1 have also been associated with other types of functional somatic symptoms such as irritable bowel syndrome and chronic pain as well as with depression or anxiety. Consequently they should be regarded more as vulnerability factors for developing symptoms, than as specific explanations for why some patients develop certain symptoms such as unilateral paralysis and others have attacks that look like epilepsy. Recent functional imaging studies of patients with functional motor and sensory symptoms1 are beginning to offer biological clues (fig 1); they also challenge the idea that that such symptoms are “all in the mind”—they are in the brain too.2



 Figure 1 
 A composite …","","Journal of Neurology, Neurosurgery & Psychiatry","1","10.1136/jnnp.2004.061663","https://consensus.app/papers/functional-symptoms-in-neurology-management-stone-carson/1257f530a3da54498405c291d488a4d9/"
"EnvironMental Health: A Framework for an Emerging Field at the Intersection of the Environment and Mental Health Crises","Understanding the relationship between environmental factors and mental health can help promote healthy living conditions and address the social and economic burden of mental health crises.","Lars Ratjen, Emily Goddard, Elise B. Gilcher, Breanna K. Nguyen, Mariana Kelley, Hannah S. Feldman, Kelechi Akalaonu, Kate Nyhan, Andreas Backhaus, Miren López Lascurain, Nora E. Wyrtzen, Sara Smiley Smith, Maya Prabhu, Sarah R Lowe, Kai Chen, J.B. Zimmerman, P. Anastas",2025,2,"Understanding how the environment shapes our mental and cognitive health is imperative to support efforts that promote healthy and sustainable living conditions. The etiology of mental health conditions remains often unclear, and social factors have received more scrutiny than natural or built environments. We present a conceptual framework illustrating the emerging intersection between the environment and neuropsychological health, intended to structure and guide research and funding, as well as public health and environmental initiatives. We conducted a scoping review of reviews of existing evidence on the impacts of the environment on mental and cognitive health. We found that an extensive body of work was focused on chemical hazards and the built environment and their associations with neurological and mental health, including attention-deficit/hyperactivity disorder (ADHD), autism, dementia, and mood. We identified emerging areas of research intersecting environmental factors such as air, water, light, and green space with schizophrenia and behavioral health. Our analysis of the intersections between the environment and mental and cognitive health allows for the identification of knowledge clusters and gaps, contextualizing needs and opportunities for future research and funding strategies. These significant connections showcase the importance of understanding the relationships between the environment and mental and cognitive health. With this work, we assert that the protection of the environment and its integration into healthcare can bring cascading benefits and synergies to mental and cognitive health and well-being and address the social and economic burden of the mental health crises.","literature review","GeoHealth","1","10.1029/2024gh001254","https://consensus.app/papers/environmental-health-a-framework-for-an-emerging-field-at-ratjen-goddard/e0697cf71ad45ba19172f60b7fb1d663/"
"Gut microbiota, nutrition, and mental health","Insufficient or inadequate nutrition can negatively impact brain health, mental health, and psychological functioning, with gut microbiota playing a crucial role in cognitive processes, mood regulation, and neuroplasticity.","Gia Merlo, Gabrielle Bachtel, Steve Sugden",2024,50,"The human brain remains one of the greatest challenges for modern medicine, yet it is one of the most integral and sometimes overlooked aspects of medicine. The human brain consists of roughly 100 billion neurons, 100 trillion neuronal connections and consumes about 20-25% of the body's energy. Emerging evidence highlights that insufficient or inadequate nutrition is linked to an increased risk of brain health, mental health, and psychological functioning compromise. A core component of this relationship includes the intricate dynamics of the brain-gut-microbiota (BGM) system, which is a progressively recognized factor in the sphere of mental/brain health. The bidirectional relationship between the brain, gut, and gut microbiota along the BGM system not only affects nutrient absorption and utilization, but also it exerts substantial influence on cognitive processes, mood regulation, neuroplasticity, and other indices of mental/brain health. Neuroplasticity is the brain's capacity for adaptation and neural regeneration in response to stimuli. Understanding neuroplasticity and considering interventions that enhance the remarkable ability of the brain to change through experience constitutes a burgeoning area of research that has substantial potential for improving well-being, resilience, and overall brain health through optimal nutrition and lifestyle interventions. The nexus of lifestyle interventions and both academic and clinical perspectives of nutritional neuroscience emerges as a potent tool to enhance patient outcomes, proactively mitigate mental/brain health challenges, and improve the management and treatment of existing mental/brain health conditions by championing health-promoting dietary patterns, rectifying nutritional deficiencies, and seamlessly integrating nutrition-centered strategies into clinical care.","","Frontiers in Nutrition","1","10.3389/fnut.2024.1337889","https://consensus.app/papers/gut-microbiota-nutrition-and-mental-health-merlo-bachtel/8aedbd0a30365e6286442a340e49ecf0/"
"The role of neuropsychology in the care of patients with functional neurological symptom disorder","Neuropsychologists play a crucial role in assessing and treating patients with functional neurological symptom disorder, which requires increased training and involvement in their care.","Ryan Van Patten, Kristen L Mordecai, W. LaFrance",2024,5,"Functional neurological symptom disorder (FNSD) is a neuropsychiatric condition characterized by signs/symptoms associated with brain network dysfunction. FNSDs are common and are associated with high healthcare costs. FNSDs are relevant to neuropsychologists, as they frequently present with chronic neuropsychiatric symptoms, subjective cognitive concerns, and/or low neuropsychological test scores, with associated disability and reduced quality of life. However, neuropsychologists in some settings are not involved in care of patients with FNSDs. This review summarizes relevant FNSD literature with a focus on the role of neuropsychologists. A brief review of the literature is provided with respect to epidemiology, public health impact, symptomatology, pathophysiology, and treatment. Two primary areas of focus for this review are the following: (1) increasing neuropsychologists' training in FNSDs, and (2) increasing neuropsychologists' role in assessment and treatment of FNSD patients. Patients with FNSD would benefit from increased involvement of neuropsychologists in their care.","literature review","Journal of the International Neuropsychological Society","1","10.1017/s1355617724000249","https://consensus.app/papers/the-role-of-neuropsychology-in-the-care-of-patients-with-patten-mordecai/da92f80dabf55c09a434bd03e8e7a588/"
"Lifestyle interventions for bipolar disorders: A systematic review and meta-analysis","Lifestyle interventions targeting diet, physical activity, sleep, stress management, and social relationships can significantly improve depressive symptoms and functioning in bipolar disorder patients.","Mario Simjanoski, Swara Patel, Raquel B. De Boni, V. Balanzá-Martínez, B. Frey, L. Minuzzi, F. Kapczinski, T. Cardoso",2023,24,"","meta-analysis","Neuroscience & Biobehavioral Reviews","1","10.1016/j.neubiorev.2023.105257","https://consensus.app/papers/lifestyle-interventions-for-bipolar-disorders-a-simjanoski-patel/8cc93f99cd2c5e8aba46979487e70f2d/"
"Bridging the Mind and Body: Functional Neurologic Symptom Disorder Following Sexual Trauma in an Adolescent Girl","Trauma-focused cognitive behavioral therapy combined with pharmacologic treatment can improve mood and functioning in adolescents with functional neurologic symptom disorder.","Ariel E Sosa Gomez, Daniel Gutierrez",2025,0,"Functional neurologic symptom disorder (FNSD) is a multifaceted condition that can present with neurologic symptoms inconsistent with recognized neurological disease, often in the context of psychosocial stressors, though these are not required for diagnosis. We report the case of a 12-year-old Hispanic female who developed episodes of limb paralysis, motor unresponsiveness, and self-injurious behaviors following a history of sexual abuse by a family member. Despite the initial absence of depressive symptoms, the patient later met criteria for major depressive disorder (MDD) and post-traumatic stress disorder (PTSD). Her neurological symptoms lacked identifiable medical findings, following unremarkable results from comprehensive blood work, a brain CT scan, MRIs, and an EEG. She was ultimately diagnosed with FNSD. Her care involved multiple psychiatric hospitalizations and trials of selective serotonin reuptake inhibitors (SSRIs), with partial response, complicated by psychosocial instability and poor adherence. Trauma-focused cognitive behavioral therapy (CBT-TF) was initiated and continued alongside pharmacologic treatment. At follow-up, the patient showed modest improvement in mood and functioning. There was a considerable reduction in the frequency and duration of her episodes, and her mood improved, from being dysthymic and socially withdrawn to becoming more engaged and euthymic, which led to increased participation in school and family activities. This case emphasizes the need for individualized, trauma-informed, and developmentally sensitive approaches to reduce extensive medical work-ups and optimize care in pediatric FNSD.","case report","Cureus","","10.7759/cureus.88181","https://consensus.app/papers/bridging-the-mind-and-body-functional-neurologic-symptom-gomez-gutierrez/a70cc335a8a2571a87e00f1d7753702c/"
"The Power of Lifestyle Psychiatry: A New Approach to Mental Health","Lifestyle psychiatry promotes change within 6 domains of activity, assessing internal and external factors that impact individual behaviors and promoting healthy lifestyle actions.","Gia Merlo, Steve Sugden",2025,7,"The field of psychiatry has evolved over the past 2500 years. Between dynamic psychotherapy and psychopharmacology, lifestyle psychiatry holds a different space. This approach capitalizes on the lifestyle medicine movement, as it promotes change within 6 domains of activity. Apart from incorporating these lifestyle pillars as adjunctive therapy for either psychodynamic therapy or psychotropic medication regimens, lifestyle psychiatry is on the frontier similar to the other growing fields of precision psychiatry, advanced learning in psychiatry, psychedelics in psychiatry, digital mental health, and psychiatric genetics. Any disruption into the historical practice of psychiatry, particularly with the prescription of medications, can be met with scrutiny. We encourage the field of psychiatry to keep an open mind as our field continues to evolve. What makes lifestyle psychiatry particularly powerful and unique in its ability to assess and evaluate internal and external factors that contribute to individual behaviors, and may impact the ability to incorporate healthy lifestyle actions. Internal factors include: emotional regulation, internalized trauma, cognitive factors, and personality traits. On the other hand, external factors include environmental barriers and work-related burnout.","","American Journal of Lifestyle Medicine","2","10.1177/15598276251329915","https://consensus.app/papers/the-power-of-lifestyle-psychiatry-a-new-approach-to-mental-merlo-sugden/924a7e5e14bc56c8bcbee386af4cd816/"
"Healthy lifestyles and wellbeing reduce neuroinflammation and prevent neurodegenerative and psychiatric disorders","Adopting a healthy lifestyle, including stress reduction, exercise, and a balanced diet, can reduce neuroinflammation and prevent neurodegenerative and psychiatric disorders.","Elodie Kip, L. Parr-Brownlie",2023,58,"Since the mid-20th century, Western societies have considered productivity and economic outcomes are more important than focusing on people's health and wellbeing. This focus has created lifestyles with high stress levels, associated with overconsumption of unhealthy foods and little exercise, which negatively affect people's lives, and subsequently lead to the development of pathologies, including neurodegenerative and psychiatric disorders. Prioritizing a healthy lifestyle to maintain wellbeing may slow the onset or reduce the severity of pathologies. It is a win-win for everyone; for societies and for individuals. A balanced lifestyle is increasingly being adopted globally, with many doctors encouraging meditation and prescribing non-pharmaceutical interventions to treat depression. In psychiatric and neurodegenerative disorders, the inflammatory response system of the brain (neuroinflammation) is activated. Many risks factors are now known to be linked to neuroinflammation such as stress, pollution, and a high saturated and trans fat diet. On the other hand, many studies have linked healthy habits and anti-inflammatory products with lower levels of neuroinflammation and a reduced risk of neurodegenerative and psychiatric disorders. Sharing risk and protective factors is critical so that individuals can make informed choices that promote positive aging throughout their lifespan. Most strategies to manage neurodegenerative diseases are palliative because neurodegeneration has been progressing silently for decades before symptoms appear. Here, we focus on preventing neurodegenerative diseases by adopting an integrated ""healthy"" lifestyle approach. This review summarizes the role of neuroinflammation on risk and protective factors of neurodegenerative and psychiatric disorders.","","Frontiers in Neuroscience","2","10.3389/fnins.2023.1092537","https://consensus.app/papers/healthy-lifestyles-and-wellbeing-reduce-kip-parr-brownlie/dc0af50f83df5478b465f7ccb51a5975/"
"Functional movement disorder similar to Parkinson’s disease: a case report","Early diagnosis and comprehensive interventions, including psychiatric support, can alleviate symptoms and improve overall prognosis in functional neurological disorders.","Sarah Goudarzzadeh, Shayan Shekarabi, Mahnaz Abdi",2024,2,"Functional neurological disorder challenges conventional medical understanding, presenting neurological symptoms without organic explanations. This report delves into the intricate interplay between psychological and physical manifestations, emphasizing the importance of timely diagnosis and intervention and its impact on a patient's mental health and quality of life. A 40-year-old single Iranian man was admitted for the third time owing to exacerbation of mood symptoms, including depression, irritability, aggression, suicidal ideation, and movement and sensory problems. The patient's symptoms began with psychological stressors and family conflict, leading to muscle weakness and tremors in the left hand. Over a year, muscle weakness escalated, leading to slow movement, motor impairment in the lower limbs, and reliance on a cane for walking. The patient still exhibited symptoms, such as a mask-like face, stooped walking posture, and a relative improvement of symptoms periodically. At first, the patient was suspected of Parkinson's disease and was placed on levodopa and amantadine. However, the medication was discontinued owing to an unsatisfactory response and the lack of strong evidence in favor of neurological problems on frequent examinations and reviews. Despite multiple hospitalizations, the patient's symptoms remained unresolved. Finally, after years of investigations, based on specialists' recommendations, he was admitted to the psychosomatic ward for diagnostic evaluationele, and he was diagnosed with functional neurological disorder (psychogenic parkinsonism). He underwent pharmacotherapy, electroconvulsive therapy, and psychotherapy. He was discharged with partial improvement of symptoms, but showed periods of relapse and remission during the following years. This case study illuminates functional neurological disorder complexities, emphasizing the need for a holistic diagnostic approach. Timely interventions, including psychological support, can alleviate symptoms, reduce healthcare costs, and improve the overall prognosis. The report contributes to evolving functional neurological disorder understanding in psychiatry and neurology. The report underscores early recognition, advocating for comprehensive interventions involving psychiatric support, cognitive-behavioral therapy, and patient psychoeducation.","case report","Journal of Medical Case Reports","3","10.1186/s13256-024-04767-x","https://consensus.app/papers/functional-movement-disorder-similar-to-parkinson-%E2%80%99-s-goudarzzadeh-shekarabi/9ff4195af0085d85ba63a6ea9aec7d2c/"
"The role of microbiota-gut-brain axis in neuropsychiatric and neurological disorders.","Gut microbiota play a crucial role in shaping neural development, modulating neurotransmission, and affecting behavior, contributing to the pathogenesis and progression of neuropsychiatric and neurological disorders.","K. Socała, U. Doboszewska, A. Szopa, A. Serefko, M. Włodarczyk, A. Zielińska, E. Poleszak, J. Fichna, P. Wlaź",2021,593,"","literature review","Pharmacological research","1","10.1016/j.phrs.2021.105840","https://consensus.app/papers/the-role-of-microbiotagutbrain-axis-in-neuropsychiatric-soca%C5%82a-doboszewska/f9a106f46c025e4686afceb5d92afb69/"
"The neuropsychiatry of Parkinson's disease: advances and challenges","Neuropsychiatric symptoms in Parkinson's disease are common and complex, but current treatment options are limited.","D. Weintraub, D. Aarsland, K. Chaudhuri, R. Dobkin, A. Leentjens, M. Rodríguez‐Violante, A. Schrag",2022,261,"","","The Lancet Neurology","1","10.1016/s1474-4422(21)00330-6","https://consensus.app/papers/the-neuropsychiatry-of-parkinsons-disease-advances-and-weintraub-aarsland/c534cdfbdb5751bb921028f7d09da0a4/"
"16 Outcomes of a novel 5-week individualized multidisciplinary outpatient (day-patient) treatment programme for functional (psychogenic) neurological symptoms","A 5-week individualized multidisciplinary outpatient treatment program effectively reduces symptoms, improves health and social functioning, and may lead to potential cost reductions compared to inpatient treatment.","Panayiota Petrochilos, M. Elmalem, C. Selai, Darshak Patel, K. Hayward, J. Ranu, H. Louissaint",2020,0,"Aim We report the results of a novel 5-week treatment programme, delivered by a multi-disciplinary team, with individualised sessions to treat functional neurological symptoms in a neuropsychiatric outpatient setting. The primary aims of this MDT programme were to (a) reduce symptoms (b) improve health and social functioning (c) improve functional performance (d) improve health status. Method Treatment involved individual sessions of neuropsychiatry, cognitive behavioural therapy, physiotherapy, occupational therapy, education and family meetings. Outcome measures were collected at the beginning and end of treatment and at a 6 month face to face follow-up. These were both patient and clinician reported. The aims were assessed by the following measures: symptom reduction (PHQ15, PHQ9, GAD7, SPIN, Rosenberg, CGI); health and social functioning (HONOS, WSAS); functional performance (COPM); and improvements in health status (EQ5DL). Results: Analyses were conducted on 78 patients who started and completed the programme and attended a 6 month face to face review. There were high baseline levels of disability compared to EQ5DL population norms and high rates of disability and psychopathology as indicated by the WSAS and mental health indices (PHQ9, GAD7, SPIN, Rosenberg’s self-esteem). At baseline, 92.3% met the IAPT caseness threshold for depression (PHQ9 >10) and 71% met the IAPT caseness threshold for anxiety (GAD7 >8). A repeated measures Freidman’s ANOVA over 3 timepoints (admission, discharge and 6 month follow-up) followed by Dunn-Bonferroni post hoc tests indicated statistically significant improvements from admission to discharge and admission to 6 months follow up. These improvements were seen in in somatic symptoms (PHQ15), depression (PHQ9) and anxiety (GAD7) symptoms, health and social functioning (HONOS), functional performance (COPM), health status (EQ5D-5L and EQ5D-EL VAS) and patient ratings of clinical global improvement (CGI). There was a high acceptance of this neuropsychiatry led MDT programme indicated by the patient reported visual analogue scale for benefit of programme averaging at 90%. Conclusion An MDT can effectively deliver an outpatient programme for FNS which can serve as an alternative to an inpatient programme for patients with fewer or no nursing needs, for those whose preference is an outpatient setting or for those seeking to minimise disruption to work or family life. There may be potential cost reductions for institutions compared to inpatient treatment depending on local calculations. In the future, earlier identification and treatment of co-morbidities may modify some predisposing and perpetuating factors.","non-rct experimental","Journal of Neurology, Neurosurgery, and Psychiatry","1","10.1136/jnnp-2020-bnpa.33","https://consensus.app/papers/16-outcomes-of-a-novel-5week-individualized-petrochilos-elmalem/d2558241babf55969eae40a5135bf8db/"
"Lifestyle and mental health.","Therapeutic lifestyle changes (TLCs) are effective in promoting mental health and well-being, but are underutilized and may need to be a central focus in mental, medical, and public health.","Roger Walsh",2011,514,"Mental health professionals have significantly underestimated the importance of lifestyle factors (a) as contributors to and treatments for multiple psychopathologies, (b) for fostering individual and social well-being, and (c) for preserving and optimizing cognitive function. Consequently, therapeutic lifestyle changes (TLCs) are underutilized despite considerable evidence of their effectiveness in both clinical and normal populations. TLCs are sometimes as effective as either psychotherapy or pharmacotherapy and can offer significant therapeutic advantages. Important TLCs include exercise, nutrition and diet, time in nature, relationships, recreation, relaxation and stress management, religious or spiritual involvement, and service to others. This article reviews research on their effects and effectiveness; the principles, advantages, and challenges involved in implementing them; and the forces (economic, institutional, and professional) hindering their use. Where possible, therapeutic recommendations are distilled into easily communicable principles, because such ease of communication strongly influences whether therapists recommend and patients adopt interventions. Finally, the article explores the many implications of contemporary lifestyles and TLCs for individuals, society, and health professionals. In the 21st century, therapeutic lifestyles may need to be a central focus of mental, medical, and public health.","literature review","The American psychologist","1","10.1037/a0021769","https://consensus.app/papers/lifestyle-and-mental-health-walsh/95bca7cec412506b95ff18e58f9e05ef/"
"Brain Structures Associated With Individual Differences in Somatic Symptoms and Emotional Distress in a Healthy Sample","High stress-related somatic symptoms are associated with reduced gray matter volumes in the prefrontal, insula, and limbic regions involved in emotion, interoception, and memory processing.","D. Wei, Yu Liu, Kaixiang Zhuang, Jieyu Lv, Jie Meng, Jiangzhou Sun, Qunlin Chen, Wenjing Yang, J. Qiu",2020,15,"Stress-related psychosomatic responses are viewed as important risks to our physical health. Growing evidence from structural imaging studies has implicated that stress and trauma exposures have negative effects on brain structural alterations. However, whether stress-related emotional distress and somatic symptoms are related to the structure of brain systems remains unclear. Also, stress-related somatic symptoms have adverse effects on emotional distress. In turn, emotional distress may influence somatic symptom reportsnegative cognitive bias. However, whether this relationship is mediated by specific brain morphology remains poorly understood. First, we used voxel-based morphometric approaches to investigate the neuroanatomical basis underlying somatic symptoms and emotional distress in a large sample of healthy subjects (ages 18-27 years). We found that relatively high stress-related somatic symptoms were associated with reduced gray matter volumes (GMVs) in the ventral medial prefrontal cortex (vmPFC), anterior insula, somatosensory cortex, hippocampus, and amygdala. Furthermore, a moderator analysis was performed to investigate the impact of recent stressful life events (moderators) on the association between specific GMVs (independent variables) and emotional distress (dependent variables). Interestingly, high levels of emotional distress were associated with small volumes of the vmPFC, anterior insula, hippocampus, and amygdala in participants with experience with more recent stressful life events. Finally, we performed mediation analyses to investigate the specific brain areas that mediate the association between emotional distress and somatic symptoms. The results showed that the effect of emotional distress on somatic symptoms is mediated by reductions in the volume of the hippocampus, the impact of somatic symptoms on emotional distress is mediated by the volume of the vmPFC. These results provided evidence that higher stress-related somatic symptoms are associated with smaller volume in prefrontal, insula, and limbic regions involved in emotion, interoception, and memory processing. The vmPFC and hippocampus play different roles in the relationship between emotional distress and somatic symptoms.","non-rct observational study","Frontiers in Human Neuroscience","2","10.3389/fnhum.2020.492990","https://consensus.app/papers/brain-structures-associated-with-individual-differences-wei-liu/953f32c3c4cb5fa5a17355389a4b6efb/"
"Neuropsychiatric phenotypes in functional movement disorder","Functional movement disorder (FMD) is part of a broader neuropsychiatric syndrome, with distinct neuropsychiatric phenotypes emerging based on motor symptoms and non-motor comorbidities.","Gabriela S. Gilmour, Laura K. Langer, Anthony E. Lang, Lindsey MacGillivray, S. Lidstone",2023,14,"Functional movement disorder (FMD), the motor-dominant subtype of functional neurological disorder, is a complex neuropsychiatric condition. Patients with FMD also manifest non-motor symptoms. Given that patients with FMD are diagnosed based on motor phenotype, the contribution of non-motor features to the neuropsychiatric syndrome is not well characterized. The objective of this hypothesis-generating study was to explore potential novel, neuropsychiatric FMD phenotypes by combining movement disorder presentations with non-motor comorbidities including somatic symptoms, psychiatric diagnoses, and psychological traits. This retrospective chart review evaluated 158 consecutive patients with a diagnosis of FMD who underwent deep phenotyping across neurological and psychiatric domains. Demographic, clinical, and self-report features were analyzed. A data-driven approach using cluster analysis was performed to detect patterns when combining the movement disorder presentation with somatic symptoms, psychiatric diagnoses, and psychological factors. These new neuropsychiatric FMD phenotypes were then tested using logistic regression models. Distinct neuropsychiatric FMD phenotypes emerged when stratifying by episodic vs. constant motor symptoms. Episodic FMD was associated with hyperkinetic movements, hyperarousal, anxiety, and history of trauma. In contrast, constant FMD was associated with weakness, gait disorders, fixed dystonia, activity avoidance, and low self-agency. Pain, fatigue, somatic preoccupation, and health anxiety were common across all phenotypes. This study found patterns spanning the neurological-psychiatric interface that indicate that FMD is part of a broader neuropsychiatric syndrome. Adopting a transdisciplinary view of illness reveals readily identifiable clinical factors that are relevant for the development and maintenance of FMD.","non-rct observational study","CNS Spectrums","2","10.1017/s1092852923002353","https://consensus.app/papers/neuropsychiatric-phenotypes-in-functional-movement-gilmour-langer/0059c5eb53c65580b25fc2fe0407c6c6/"
"FUNCTIONAL NEUROLOGICAL SYMPTOM DISORDER (FNSD) ASSESSMENT AND TREATMENT: A CLINICAL CASE STUDY","The patient with Functional Neurological Symptoms Disorder (FNSD) showed 70% improvement in her symptoms after 12 psychotherapeutic sessions using CBT and psychodynamic techniques.","Amber Roohee",2024,0,"Abstract 
The patient was 30 years old,  christian, married housewife with 4 kids, and educated up till 8th class. She visited to Psychiatry Department of Lahore General Hospital, Lahore with presenting complaints of headaches, dizziness, fits of unconsciousness, jerky movements during fits, muscular tension, low mood, anger, talk like a child, body aches and disturbed sleep. She was referred to the trainee clinical psychologist for psychological assessment and management of her symptoms. Informal assessment was done by using clinical interview, mental status examination and baseline charts of symptoms.Formal assessment was done by using Beck Depression Inventory (Beck,1961), DSM-5 TR symptom checklist of Functional Neurological Symptoms Disorder, Slossan Drawing Coordination Test (Slosson,1967) and Rotter Incomplete Sentence Blank (Rotter,1950). After careful formal and informal assessment the patient’s current diagnosis was (Functional Neurological Symptoms Disorder) Conversion Disorder (F44.7) mixed symptoms with stressors and in acute phase.Her case was conceptualized by Looper and Kermayer (2002) model.The CBT and psychodynamic techniques used to treat like psycho-education, fit record chart, deep breathing, progressive muscle relaxation, extinction, differential reinforcement,daily thought record, identifying cognitive errors, cost-benefit analysis, anger management, problem solving and free association. Post assessment analysis showed that the patient had shown 70% improvement in her symptoms after 12 psychotherapeutic sessions. 
 ","case report","Journal  of  Arts &amp; Social Sciences","","10.46662/jass.v11i2.480","https://consensus.app/papers/functional-neurological-symptom-disorder-fnsd-roohee/9fef19d9d29950d88bb18c164a1fbeb5/"
